name,category,source,license,version,author,date,status,batch,file,notes
spr_food_queijo_coalho_medium,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-01,Assets/Art/Sprites/Food/spr_food_queijo_coalho_medium.png,aprovado pelo dono em 2026-09-25 (seguir para o lote 02)
spr_food_queijo_coalho_well,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-01,Assets/Art/Sprites/Food/spr_food_queijo_coalho_well.png,aprovado pelo dono em 2026-09-25 (seguir para o lote 02)
spr_food_queijo_coalho_burned,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-01,Assets/Art/Sprites/Food/spr_food_queijo_coalho_burned.png,aprovado pelo dono em 2026-09-25 (seguir para o lote 02)
spr_food_queijo_coalho_served,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-01,Assets/Art/Sprites/Food/spr_food_queijo_coalho_served.png,aprovado pelo dono em 2026-09-25 (seguir para o lote 02)
spr_food_espetinho_misto_raw,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-01,Assets/Art/Sprites/Food/spr_food_espetinho_misto_raw.png,gerado na diagonal (~25°); os 5 estados são girados juntos para a horizontal da grelha — aprovado pelo dono em 2026-09-25 (seguir para o lote 02)
spr_food_espetinho_misto_rare,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-01,Assets/Art/Sprites/Food/spr_food_espetinho_misto_rare.png,gerado na diagonal (~25°); os 5 estados são girados juntos para a horizontal da grelha — aprovado pelo dono em 2026-09-25 (seguir para o lote 02)
spr_food_espetinho_misto_medium,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-01,Assets/Art/Sprites/Food/spr_food_espetinho_misto_medium.png,gerado na diagonal (~25°); os 5 estados são girados juntos para a horizontal da grelha — aprovado pelo dono em 2026-09-25 (seguir para o lote 02)
spr_food_espetinho_misto_well,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-01,Assets/Art/Sprites/Food/spr_food_espetinho_misto_well.png,gerado na diagonal (~25°); os 5 estados são girados juntos para a horizontal da grelha — aprovado pelo dono em 2026-09-25 (seguir para o lote 02)
spr_food_espetinho_misto_burned,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-01,Assets/Art/Sprites/Food/spr_food_espetinho_misto_burned.png,gerado na diagonal (~25°); os 5 estados são girados juntos para a horizontal da grelha — aprovado pelo dono em 2026-09-25 (seguir para o lote 02)
spr_food_espetinho_misto_served,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-01,Assets/Art/Sprites/Food/spr_food_espetinho_misto_served.png,gerado na diagonal (~25°); os 5 estados são girados juntos para a horizontal da grelha — aprovado pelo dono em 2026-09-25 (seguir para o lote 02)
spr_grill_lata_valente_evo1,grill,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-01,Assets/Art/Sprites/Grills/spr_grill_lata_valente_evo1.png,"vista oblíqua: a boca sai como paralelogramo, as zonas do jogo são faixas horizontais — refazer de frente no lote 02 — aprovado pelo dono em 2026-09-25 (seguir para o lote 02) — decisão: mantida oblíqua (1 zona, 2–3 vagas; vagas mapeadas no quad do furo)"
bg_restaurant_quintal,background,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-01,Assets/Art/Backgrounds/bg_restaurant_quintal.png,aprovado pelo dono em 2026-09-25 (seguir para o lote 02)
t_fx_embers_low,fx,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-01,Assets/Art/FX/t_fx_embers_low.png,aprovado pelo dono em 2026-09-25 (seguir para o lote 02)
t_fx_embers_medium,fx,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-01,Assets/Art/FX/t_fx_embers_medium.png,aprovado pelo dono em 2026-09-25 (seguir para o lote 02)
t_fx_embers_high,fx,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-01,Assets/Art/FX/t_fx_embers_high.png,aprovado pelo dono em 2026-09-25 (seguir para o lote 02)
spr_prop_bancada,prop,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-01,Assets/Art/Sprites/Props/spr_prop_bancada.png,desenhada como mesa em perspectiva (tampo mais estreito atrás); cabe na tela se escalada além das bordas — aprovado pelo dono em 2026-09-25 (seguir para o lote 02)
spr_char_customer_comum,character,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-01,Assets/Art/Sprites/Characters/spr_char_customer_comum.png,"o modelo ignorou a grade 2×3: 7 retratos (dois 'apressado'), linhas de grade desenhadas, turista sem camisa — aprovado pelo dono em 2026-09-25 (seguir para o lote 02)"
spr_char_customer_apressado_a,character,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-01,Assets/Art/Sprites/Characters/spr_char_customer_apressado_a.png,"o modelo ignorou a grade 2×3: 7 retratos (dois 'apressado'), linhas de grade desenhadas, turista sem camisa — aprovado pelo dono em 2026-09-25 (seguir para o lote 02)"
spr_char_customer_apressado_b,character,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-01,Assets/Art/Sprites/Characters/spr_char_customer_apressado_b.png,"o modelo ignorou a grade 2×3: 7 retratos (dois 'apressado'), linhas de grade desenhadas, turista sem camisa — aprovado pelo dono em 2026-09-25 (seguir para o lote 02)"
spr_char_customer_familia,character,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-01,Assets/Art/Sprites/Characters/spr_char_customer_familia.png,"o modelo ignorou a grade 2×3: 7 retratos (dois 'apressado'), linhas de grade desenhadas, turista sem camisa — aprovado pelo dono em 2026-09-25 (seguir para o lote 02)"
spr_char_customer_tio_do_churrasco,character,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-01,Assets/Art/Sprites/Characters/spr_char_customer_tio_do_churrasco.png,"o modelo ignorou a grade 2×3: 7 retratos (dois 'apressado'), linhas de grade desenhadas, turista sem camisa — aprovado pelo dono em 2026-09-25 (seguir para o lote 02)"
spr_char_customer_influencer,character,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-01,Assets/Art/Sprites/Characters/spr_char_customer_influencer.png,"o modelo ignorou a grade 2×3: 7 retratos (dois 'apressado'), linhas de grade desenhadas, turista sem camisa — aprovado pelo dono em 2026-09-25 (seguir para o lote 02)"
spr_char_customer_turista,character,ai-assisted,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,superseded,lote-01,Assets/Art/Sprites/Characters/spr_char_customer_turista.png,"o modelo ignorou a grade 2×3: 7 retratos (dois 'apressado'), linhas de grade desenhadas, turista sem camisa — aprovado pelo dono em 2026-09-25 (seguir para o lote 02) — customers.json pede camisa_floral: versões com camisa no lote 02 (turista_a/_b) para o dono escolher — substituído pelo spr_char_customer_turista_a do lote 02"
spr_food_espetinho_frango_raw,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_espetinho_frango_raw.png,"gerado inclinado (~20°); os 5 estados são girados juntos — aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_espetinho_frango_rare,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_espetinho_frango_rare.png,"gerado inclinado (~20°); os 5 estados são girados juntos — aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_espetinho_frango_medium,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_espetinho_frango_medium.png,"gerado inclinado (~20°); os 5 estados são girados juntos — aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_espetinho_frango_well,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_espetinho_frango_well.png,"gerado inclinado (~20°); os 5 estados são girados juntos — aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_espetinho_frango_burned,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_espetinho_frango_burned.png,"gerado inclinado (~20°); os 5 estados são girados juntos — aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_espetinho_frango_served,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_espetinho_frango_served.png,"gerado inclinado (~20°); os 5 estados são girados juntos — aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_coracao_frango_raw,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_coracao_frango_raw.png,"o selado saiu mais claro que o cru e que o ao ponto — aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_coracao_frango_rare,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_coracao_frango_rare.png,"o selado saiu mais claro que o cru e que o ao ponto — aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"") — selado claro aceito"
spr_food_coracao_frango_medium,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_coracao_frango_medium.png,"o selado saiu mais claro que o cru e que o ao ponto — aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_coracao_frango_well,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_coracao_frango_well.png,"o selado saiu mais claro que o cru e que o ao ponto — aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_coracao_frango_burned,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_coracao_frango_burned.png,"o selado saiu mais claro que o cru e que o ao ponto — aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_coracao_frango_served,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_coracao_frango_served.png,"o selado saiu mais claro que o cru e que o ao ponto — aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_frango_coxa_raw,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_frango_coxa_raw.png,"aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_frango_coxa_rare,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_frango_coxa_rare.png,"aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_frango_coxa_medium,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_frango_coxa_medium.png,"aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_frango_coxa_well,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_frango_coxa_well.png,"aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_frango_coxa_burned,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_frango_coxa_burned.png,"aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_frango_coxa_served,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_frango_coxa_served.png,"aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_asinha_frango_raw,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_asinha_frango_raw.png,"aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_asinha_frango_rare,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_asinha_frango_rare.png,"aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_asinha_frango_medium,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_asinha_frango_medium.png,"aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_asinha_frango_well,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_asinha_frango_well.png,"aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_asinha_frango_burned,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_asinha_frango_burned.png,"aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_asinha_frango_served,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_asinha_frango_served.png,"aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_fraldinha_raw,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_fraldinha_raw.png,"aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_fraldinha_rare,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_fraldinha_rare.png,"aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_fraldinha_medium,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_fraldinha_medium.png,"aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_fraldinha_well,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_fraldinha_well.png,"aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_fraldinha_burned,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_fraldinha_burned.png,"aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_fraldinha_served,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_fraldinha_served.png,"aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_legumes_grelhados_raw,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_legumes_grelhados_raw.png,"aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_legumes_grelhados_rare,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_legumes_grelhados_rare.png,"aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_legumes_grelhados_medium,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_legumes_grelhados_medium.png,"aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_legumes_grelhados_well,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_legumes_grelhados_well.png,"aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_legumes_grelhados_burned,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_legumes_grelhados_burned.png,"aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_legumes_grelhados_served,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_legumes_grelhados_served.png,"aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_vinagrete_raw,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_vinagrete_raw.png,"cookMethod=prep: o progresso de preparo 0→1 troca os quadros; a forma muda de propósito (tábua → tigela), por isso sem alinhamento — aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_vinagrete_prep,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_vinagrete_prep.png,"cookMethod=prep: o progresso de preparo 0→1 troca os quadros; a forma muda de propósito (tábua → tigela), por isso sem alinhamento — aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_vinagrete_ready,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_vinagrete_ready.png,"cookMethod=prep: o progresso de preparo 0→1 troca os quadros; a forma muda de propósito (tábua → tigela), por isso sem alinhamento — aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_food_vinagrete_served,food,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Food/spr_food_vinagrete_served.png,"cookMethod=prep: o progresso de preparo 0→1 troca os quadros; a forma muda de propósito (tábua → tigela), por isso sem alinhamento — aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_char_customer_economico,character,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Characters/spr_char_customer_economico.png,"pedidos 6 retratos em 2×3; vieram 8 em 2×4 (um rival homem e um turista sem câmera a mais, viram variantes b) — aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_char_customer_generoso,character,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Characters/spr_char_customer_generoso.png,"pedidos 6 retratos em 2×3; vieram 8 em 2×4 (um rival homem e um turista sem câmera a mais, viram variantes b) — aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_char_customer_rival_a,character,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Characters/spr_char_customer_rival_a.png,"pedidos 6 retratos em 2×3; vieram 8 em 2×4 (um rival homem e um turista sem câmera a mais, viram variantes b) — aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_char_customer_rival_b,character,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Characters/spr_char_customer_rival_b.png,"pedidos 6 retratos em 2×3; vieram 8 em 2×4 (um rival homem e um turista sem câmera a mais, viram variantes b) — aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
spr_char_customer_vip,character,ai-assisted-reviewed,proprietary,1.0,AI image model (Arena agent) + studio review,2026-09-25,approved,lote-02,Assets/Art/Sprites/Characters/spr_char_customer_vip.png,"pedidos 6 retratos em 2×3; vieram 8 em 2×4 (um rival homem e um turista sem câmera a mais, viram variantes b) — aprovado pelo dono em 2026-09-25 (""verifique todos os itens... faça as criações e implemente"")"
